,Date,Username,Review,Likes On Reviews
0,"June 27, 2017",Narit Phoomiphol,"Can't login?? I have no idea why, but I suddenly can't log into my account anymore. And it's not because I have the from email/password. It just simply says ""This action is not possible right now, please try later again"" over and over again. Please fix that!",
0,"January 31, 2016",Aylin,"""Browse Products"" not available! - worked out a fix myself.
I can see my old shopping lists but nothing else loads... It has an error saying ""sorry, it's not available at the moment, maybe we have something else you like."" Got no response from my email asking advice or on here, finally worked out to clear the data/cache and reopened, logging in again... then it worked.",1
0,"January 12, 2016",Isreal Mathew,Trouble logging into app I'm able to log into website but not able to login with app. Always comes up with email and password not matching. Also won t load some products. I will click on dinnerware and it won't show any products. Will just give me an error code. Love this store but hate the app. Developers please fix ASAP!,1
0,"January 14, 2016",jacob cearley,"Unreliable Can't ever manage to log in to transfer shopping list. Often won't load products and just says ""Oops not working"". ""Oops"" might stop bothering with IKEA altogether. Much of the appeal for me is being able to plan the trip.",2
0,"January 12, 2016",E Mattingly,"Awful
Old app worked perfectly. Always got stock perfectly and items info. New app is clunky, all the text is over sized and highly spaced apart making it uncomfortable to go thru. And there is no way to refine or sort catagories. You look at kitchen cabinets you look at all cabinets in a total random order. And I can't transfer my shopping list. Total fail ikea. Update: Even more problems, have discovered there is an item display limit, if your item didn't make them limit your are out of luck. This app's horrid.",4
0,"January 19, 2016",Brooke Archer,"Can't login ""oops error, try again later""
Was logged in on website, and saved some items to shopping list. Then checked the app on my phone and it wasn't synced. It showed only items I had added the day before. Made the mistake of logging out, now I can no longer login. Gives error, try later. Please fix, as I'm planning to go in 3 days to Ikea, was hoping to have my list to make shopping easier.",1
0,"January 18, 2016",Andre Belanger,"It is not a perfect app already and I was hoping it will be improved later, but now that BT permission came out and I am not so sure about developer's/company's intentions anymore. Try to explain that new ""special"" feature, otherwise it is too much for a shop catalog guidance app to connect to unknown radio without me knowing it. If it is only about some ads for a specific shop I will consider uninstalling the app. Edited: Thanks for prompt response, hope that that new feature will do more than just show notifications about current menu in the restaurant and special offers from catalog. Showing directions to a specific product, for example, would be more convenient. BTW: try to scan a product code with the app in A6 (Nexus 5X), hope the picture is inverted only on my device.",5
0,"December 18, 2015",Александър Буеклиев,"Waste of time Went to an Ikea store, scanned several items with great difficulty (light had to be just right and hold the phone dead still) I wanted to consider later at home. Got home and list was empty. Tried searching for goods and all i got was a bunch of white dots going round and round endlessly. Hopeless.",1
0,"December 18, 2015",IKEA,"Single list only There is still the issue of only being able to have a single shopping list. On the website I have more than 1 list, for the purpose of organizing projects and current needs vs. wishlists. But in the app I cannot see more than 1 list.",
0,"January 12, 2016",Farq Narkle,"The things I don't like are petty. The app overall works, doesn't crash, shows me the local store and availability which is all great! What isn't great, is how do I place a frickin order online for pick up or delivery? Like am I drunk or is there no option?",2
0,"January 20, 2016",A Google user,"Almost pointless if list does not sync I love the idea of this, but the shopping list does not sync. I created a list at home under my family profile, get to the store and it says nothing in my list. But when I log in use phone browser to the mobile site, there is the list.",1
0,"December 24, 2015",Samantha O'Grady,Cant give even one star Only reason I gave it one star is because I can give a no star!!! If password won't work you cant rate the app!! Please fix this issue!!! Yes my password works online tho,
0,"January 23, 2016",Bruce Carrick,"network error? When starting the app it's reporting a false network error, saying I'm offline. I can't even get to the point where I can select the country/store.",
0,"January 17, 2016",Robert Boriff,"Many features missing Besides it failing to load items 75% of the time, the app does not support multiple shopping lists. The old app had this functionality and it was really useful. Please bring it back! Also the search results show up in random order and is not possible to filter/sort.",
0,"January 23, 2016",A Google user,Scanning bar code has never been so difficult Images are mirrors and it is almost impossible to scan anything under IKEA store's dim light,4
0,"January 24, 2016",Reka Kaptens,Older version was just fine The older version of this app was already 38MB large BUT you could move it to SD card storage. The newer version is 15MB bigger and you can no longer move it to the SD card ! I don't need bloated apps eating up available internal memory. Uninstalling.,1
0,"January 30, 2016",Zhaohan Zhou,"Practically unusable I can't log in to my account, and browsing items is so difficult to navigate that this app isn't even worth it.",2
0,"January 11, 2016",Alan Ross,"Can't be moved to SD card
And bloats on cookies like the dickens. Probably not a problem if you have shedloads of space on your device but I'm not buying a new phone just so I can run bloatware that I wouldn't even need if IKEA hadn't hired a technophobic stoat to program their mobile site to the point of complete unusability. Either allow the app to be moved to SD, fix the useless mobile site or remove the auto transfer to the useless mobile site when you browse the main site from your phone. Something, ffs, because it's so bad.",
0,"December 31, 2015",Erica Larsen,Doesn't show any thing. Homepage works! Still one of the most pointless apps. The homepage is faster when this app works which has happened once. Homepage loads article in 1sec. this app 5min and waiting.,1
0,"January 1, 2016",Jessica Lundbom,Would be good if it worked Very few items actually load when you click them. Even whole categories won't load. Just says check your Internet connection. Also log in does not work in the app.,6
0,"January 17, 2016",Paul Dhillon,"Whaaaa? Developer's cruel joke of an app. What happened to the old app? This one is SO bad. No filtering, super laggy, etc. There must be a reason why this was modified so poorly, but I just know it's a major pain in the A$$ to find something, like a specific kitchen cabinet type, etc.",
0,"January 14, 2016",Robert Adams,Browse product empty? Since update the browse product only show 'Christmas' that means i can only browse Christmas product!? I am so regret n rather didn't update the app! Please fix it asap as i need to use it urgently,2
